Date,Operator,Registration,AirType,Locations,aboard,fatalities,groudfatalities
10-May-75,"Air Express",VH-SJQ,"Bristol 170 Freighter 21E","Off Cape Paterson, Australia",2,2,0
12-May-75,"Foster Aviation",N5067Y,"Piper PA-23-250","Savoonga, Alaska",6,6,0
13-May-75,"Military - U.S. Air Force",68-10933,"Sikorsky CH-53C (helicopter)","Near Sakon Nakhon, Thailand",23,23,0
03-Jun-75,"Philippine Air Lines",RP-C1184,"BAC One-Eleven 524FF","Manila, Philippines",64,1,0
17-Jun-75,"Varig",PP-VDN,"Hawker Siddeley HS-748-235 Srs. 2A","Pedro Alfonso, Brazil",15,1,3
24-Jun-75,"Eastern Air Lines",N8845E,"Boeing B-727-225","JFK Airport, New York, New York",124,113,0
26-Jun-75,"Hamilton Aviation",N791A,"Beechcraft E18S","Toledo, Ohio",2,2,0
30-Jun-75,"Taxi Aereo El Venado",HK-1309,"Douglas DC-4","Near Saravena, Colombia",3,3,0
02-Jul-75,"Touraine Air Transport",F-BTQE,"Beechcraft 99","Nantes, France",8,8,0
03-Jul-75,"Military - Chilian Air Force",FAC-970,"Douglas C-47A","Near Colina, Chile",10,10,0
10-Jul-75,"Homer Air Service - Air Taxi",N6817L,"Piper PA-18","Homer, Alaska",2,2,0
10-Jul-75,"Aerovias Condor",HK-1976,"Lockheed L-188AF Electra","Bogota, Colombia",4,2,0
15-Jul-75,"Oceanaire Helicopter - Air Taxi",N58137,"Bell 206B","Poway, California",4,4,0
15-Jul-75,"Aeroflot",CCCP-87475,"Yakovlev YAK-40","Near Batumi, Georgia, USSR",40,40,0
26-Jul-75,"Military - U.S. Air Force",57-0454,"Lockheed C-130A Hercules","Imlay City, Michigan",6,6,0
31-Jul-75,"Far Eastern Air Transport",B-2029,"Vickers 837 Viscount","Taipei, Taiwan",76,28,0
31-Jul-75,"Military - Chilean Air Force",970,"Douglas C-47","Santiago, Chile",10,10,0
03-Aug-75,"Military - Nicaraguan Air Force",412,"Douglas DC-47","Off Amapala, Honduras",20,20,0
03-Aug-75,"Alia Royal Jordanian Airlines",JY-AEE,"Boeing B-707-321C","Near Immouzer, Morocco",188,188,0
07-Aug-75,"Continental Airlines",N88777,"Boeing B-727-224","Denver, Colorado",131,0,0
09-Aug-75,"Aeroflot",CCCP-52056,"Ilyushin IL-14M","Bagdarin, Russia",11,11,0
15-Aug-75,"Aeroflot",CCCP-87323,"Yakovlev YAK-40","Krasnovodsk, USSR",38,23,0
20-Aug-75,"Ceskoslovenske Aerolinie",OK-DBF,"Ilyushin IL-62","Near Damascus, Syria",128,126,0
25-Aug-75,"Portsmouth Aviation - Air Taxi",N44323,"Piper PA-28","Minford, Ohio",4,2,0
30-Aug-75,"Wien Air Alaska",N4904,"Fairchild F-27B","Near Gambell, Alaska",32,10,0
30-Aug-75,"Military - Nicaraguan Air Force",412,"Douglas C-47","Off Punta Amapala, El Salvador",20,20,0
01-Sep-75,"Interflug",DM-SCD,"Tupolev TU-134","Leipzig-Halle, East Germany",34,27,0
11-Sep-75,"Ethiopian Airlines",ET-ABX,"Douglas C-47-DL","Near Bahar Dar, Ethiopia",9,1,0
24-Sep-75,"Garuda Indonesia Airlines",PK-GVC,"Fokker F-28 Fellowship 1000","Near Palembang, Indonesia",61,25,1
30-Sep-75,"Malev Hungarian Airlines",HA-LCI,"Tupolev TU-154B","Off Beirut, Lebanon",60,60,0
30-Sep-75,"Northern Thunderbird Air",CF-MHU,"de Havilland Canada DHC-6 Twin Otter 200","Klua Tan Tan, Canada",7,7,0
30-Sep-75,"AVIANCA",HK-1272,"Boeing 727-24C","Barranquilla, Colombia",4,4,0
22-Oct-75,"?",CCCP-87458,"?","Novgorod, Russia",6,6,5
23-Oct-75,"Connair",VH-CLS,"de Havilland DH114 Heron 2E","Cairns Airport, Queensland, Australia",11,11,0
26-Oct-75,"Air Taxi",N1495X,"Piper PA-34","Zephyr Cove, Nevada",2,2,0
27-Oct-75,"TAM (Bolivia)",TAM-44,"Convair CV-440-12","Tomonoco, Bolivia",67,67,0
30-Oct-75,"Inex Adria Aviopromet",YU-AJO,"McDonnell Douglas DC-9-32","Near Prague, Czechoslovakia",120,75,0
03-Nov-75,"Petroleum Helicopter",N90057,"Bell 212","Gulf of Mexico",9,9,0
07-Nov-75,"Quakertown Aviation - Air Taxi",N4QA,"NA Rockwell 112","State College, Pennsylvania",4,4,0
09-Nov-75,"Willow Air Service - Air Taxi",N2580P,"Piper PA-18","Willow, Alaska",3,3,0
17-Nov-75,"Aeroflot",CCCP-46467,"Antonov AN-24","Near Sukhumi, Georgia, USSR",38,38,0
18-Nov-75,"Aviateca",TG-AGA,"Douglas DC-3","Caoba, Guatemala",22,15,0
20-Nov-75,"Aeroflot",CCCP-46349,"Antonov AN-24","Kharkov, Ukraine, USSR",50,19,0
22-Nov-75,"Aeroflot",CCCP-87458,"Yakovlev 40","Near Novgorod, USSR",6,6,5
22-Nov-75,"Balkan Bulgarian Airlines",LZ-ANA,"Antonov AN-24B","Sofia, Bulgaria",48,3,0
25-Nov-75,"Military - Israel Air Force",11,"Lockheed C-130 Hercules","Near Bir Lahfan, Egypt",20,20,0
29-Nov-75,"Private",N6645Y,"Piper PA-23-250 Aztec","Hertfordshire, England",6,6,0
30-Nov-75,"Scenic Airline - Air Taxi",N52SA,"Cessna 402","Elko, Nevada",2,2,0
21-Dec-75,"Philippine Aerotransport",RP-C2136,"Britten-Norman BN-2A-21 Islander","Tacloban, Philippines",9,9,0
26-Dec-75,"Star Aviation",N133MA,"Mitsubishi MU-2B","Rollinsville, Colorado",9,9,0
01-Jan-76,"Middle East Airlines",OD-AFT,"Boeing B-720B-023B","Near Al Qaysumah, Saudi Arabia",82,82,0
03-Jan-76,"Aeroflot",CCCP-45036,"Tupolev TU-124","Moscow, Russia",61,61,1
03-Jan-76,"Winship Air",N651LJ,"Lear Jet 24A","Anchorage, Alaska",6,6,0
06-Jan-76,"Orlando Airways - Air Taxi",N5258Y,"Piper PA-23","Grants, New Mexico",4,4,0
08-Jan-76,"Philippine Aerotransport",RP-C2135,"Britten-Norman BN-2A-21 Islander","Mactan Island, Philippines",7,7,0
15-Jan-76,"Green Acres - Air Taxi",N7385V,"Bellanca 17-30","Orofino, Idaho",3,3,0
15-Jan-76,"Taxi Aereo el Venado",HK-172,"Douglas C-54A","Near Bogota, Colombia",13,13,0
18-Jan-76,"Frigorifico Maniqui",CP- 573,"Douglas C-47","Near San Borja, Bolivia",10,7,0
20-Jan-76,"TAME",FAE-683,"Hawker Siddeley HS-748-246","Near Loja, Ecuador",42,34,0
21-Jan-76,"CAAC",B-492,"Antonov AN-24","Near Shanghai, China",40,40,0
22-Jan-76,"Transbrasil",PT-TBD,"Embraer 110C Bandeirante","Chapeco, Brazil",11,9,0
30-Jan-76,"Aeroflot",CCCP-75558,"Ilyushin IL-18V","Frunze, Kyrgyzstan",6,6,0
03-Feb-76,"Falcon Airways - Air Taxi",N3329G,"Beechcraft C-45H","Lafayette, Louisiana",2,2,0
04-Feb-76,"LAC Colombia",HK-1389,"Douglas DC-6A","Off Santa Maria, Colombia",3,3,0
06-Feb-76,"Military - U.S. Air Force",60-0368,"Boeing KC-135A","Madrid, Spain",7,7,0
08-Feb-76,"Mercer Airlines",N901MA,"Douglas DC-6","Van Nuys, California",6,3,0
09-Feb-76,"Aeroflot",CCCP-42327,"Tupolev TU-104A","Irkutsk, Russia",124,24,0
21-Feb-76,"Antilles Air",N4772C,"Grumman G-21A seaplane","St. Croix, Virgin Islands",11,5,0
01-Mar-76,"Tarom",YR-ILO,"Ilyushin II-14P","Sibiu, Romania",9,6,0
02-Mar-76,"TAM (Bolivia)",TAM-76,"IAI Arava 201","Southeastern Bolivia",22,19,0
06-Mar-76,"Aeroflot",CCCP-75408,"Ilyushin IL-18E","Near Voronezh, Russia",111,111,7
07-Mar-76,"Kodiak Western Alaska Airlines",N91142,"Cessna 207","Igiugig, Alaska",4,4,0
07-Mar-76,"Sky Haven - Air Taxi",N1631V,"Cessna 172M","San Onofre, California",2,2,0
18-Mar-76,"Cubana de Aviacion",CU-T879,"Antonov An-24B","Havana. Cuba",5,5,0
02-Apr-76,"SATENA",FAC-676,"Douglas DC-3","Near Puerto Asis, Colombia",16,5,0
05-Apr-76,"Alaska Airlines",N124AS,"Boeing B-727-81","Ketchikan, Alaska",50,1,0
08-Apr-76,"North Sound Aviation",N1645U,"Cessna 207","Friday Harbor, Washington",7,7,0
08-Apr-76,"Royal American - Air Taxi",N6061S,"Beechcraft A36","Aspen, Colorado",2,2,0
14-Apr-76,"Yacimientos Petroliferos Fiscales",LV-HHB,"Hawker Siddeley HS-748 2","Neuquen, Argentina",34,34,0
15-Apr-76,"Chartair - Air Taxi",N37D,"Beech B60","Palm Desert, California",6,6,0
23-Apr-76,"Petroleum Helicopter",N8167J,"Bell 205 A-1 helicopter","Gulf of Mexico",12,12,0
27-Apr-76,"American Airlines",N1963,"Boeing B-727-95","St. Thomas, Virgin Islands",88,37,0
27-Apr-76,"Frontier Flying Service - Air Taxi",N1707U,"Cessna 207","Anaktuvuk, Alaska",5,5,0
04-May-76,"de Havilland Aircraft",C-GDHA,"de Havilland Canada DHC-6 Twin Otter 300","Near Monze, Zambia",11,9,0
05-May-76,"Philippine Aerotransport",RP-C2140,"Britten-Norman BN-2A-21 Islander","Camuigan, Philippines",10,4,0
09-May-76,"Military - Imperial Iranian Air Force",5-283,"Boeing B-747-131F","Near Cuneca, Spain",17,17,0
15-May-76,"Aeroflot",CCCP-46534,"Antonov AN-24","Chernigov, Ukraine, USSR",52,52,0
18-May-76,"Lab Flying Service - Air Taxi",N55951,"Piper PA-34","Petersburg, Alaska",6,6,0
23-May-76,"Philippine Air Lines",RP-C1161,"BAC One-Eleven 527FK","Zamboanga, Philipines",87,14,3
01-Jun-76,"Aeroflot",CCCP-85102,"Tupolev TU-154A","Nacias Nguema, Equatorial Guinea",45,45,0
04-Jun-76,"Air Manila",RP-C1061,"Lockheed 188A Electra","Agana, Guam",45,45,1
06-Jun-76,"Sabah Air",9M-ATZ,"GAF Nomad N-22B","Off Kota Kinabalu, Malaysia",12,12,0
10-Jun-76,"Sky Chopper - Air Taxi",N7894S,"Bell 47G3B1","Somerset, Colorado",2,2,0
27-Jun-76,"Air France",F-BVGG,"Airbus A300","Entebbe, Uganda",258,7,0
05-Jul-76,"Military - Burma Air Force",?,"Douglas C-47","Daiku, Burma",17,17,0
24-Jul-76,"Reed Aviation - Air Taxi",N7941C,"Piper PA-28R","Huntsville, Missouri",5,5,0
27-Jul-76,"Capitol Air Service - Air Taxi",N56712,"Piper PA-34","Greensburg, Kansas",3,2,0
28-Jul-76,"Ceskoslovenske Aerolinie",OK-NAB,"Ilyushin IL-18L","Bratislava, Czechoslovakia",79,76,0
01-Aug-76,"Mamer - Shreck - Air Taxi",N8681Q,"Beechcraft S35","Billings, Vermont",4,3,0
02-Aug-76,"Korean Airlines",HL7412,"Boeing 707-373","Near Tehran, Iran",5,5,0
09-Aug-76,"Military - Spanish Air Force",T4/11-352,"Douglas C-54E","Moron AFB, Spain Moron AFB, Spain Moron AFB, Spain",33,11,0
15-Aug-76,"SAETA",HC-ARS,"Vickers Viscount 785D","Andes Mountains, Ecuador",59,59,0
25-Aug-76,"Green River Aviation - Air Taxi",N9924X,"Cessna 185","Sunnyside, Utah",3,3,0
28-Aug-76,"Aeroperu",OB-R-1104,"Canadair CL-44","Shanisu River, Peru",6,6,0
28-Aug-76,"Military - U.S. Air Force",67-0006,"Lockheed C-141A (L.300)","Near Thorney, England",18,18,0
28-Aug-76,"Military - U.S. Air Force",67-0008,"Lockheed C-141A (L.300)","Sondre Stromfjord,Greenland",27,23,0
28-Aug-76,"Air France",F-BSGZ,"Sud Aviation SE 210 Caravelle III","Ho Chi Minh City, Vietnam",20,1,0
02-Sep-76,"Temsco Helicopter - Air Taxi",N9172F,"Hughes 369HS","Hawk Inlet, Alaska",4,3,0
03-Sep-76,"Military - Venezuelan Air Force",7772,"Lockheed C-130H","Lajes, Azores, Portugal",68,68,0
03-Sep-76,"Austin Airways",CF-MIT,"de Havilland Canada DHC-3 Otter","Timmins, Ontario, Canada",10,10,0
09-Sep-76,"Aeroflot / Aeroflot",CCCP46518/87772,"Antonov AN-24 / Yakovlev Yak-40","Off Adler, Russia",64,64,0
10-Sep-76,"Inex Adria Aviopromet / British Airways",YU-AJR/G-AWZT,"McDonnell Douglas DC-9-31 / Trident 3B","Near Gaj, Hrvatska, Yugoslavia",176,176,0
19-Sep-76,"Turkish Airlines (THY)",TC-JBH,"Boeing B-727-2F2","Karatepe Mountains, Turkey",154,154,0
22-Sep-76,"Loma Linda University - Air Taxi",N9389,"Sikorsky S-55B","San Bernardino, California",4,4,0
22-Sep-76,"Air West Airlines Ltd.",C-FAWF,"de Havilland Canada DHC-6 Twin Otter 100","Near Mosher Creek, Canada",19,1,0
26-Sep-76,"Military - U.S. Air Force",61-0296,"Boeing KC-135A","Near Alpena, Michigan",20,15,0
04-Oct-76,"Emirates Air Transport",TZ-ARC,"Douglas DC-7CF","Nairobi, Kenya",4,4,0
06-Oct-76,"Cubana de Aviacion",CU-T1201,"McDonnell Douglas DC-8-43","Off Bridgetown, Barbados",73,73,0
09-Oct-76,"Aero National - Air Taxi",N15025,"Piper PA-34","Busick, North Carolina",4,4,0
13-Oct-76,"Lloyd A‚reo Boliviano",N730JP,"Boeing B-707-31","Santa Cruz, Bolivia",3,3,113
13-Oct-76,"Indian Airlines",VT-DWN,"Sud-Aviation Caravelle VI-N","Near Bombay, India",95,95,0
20-Oct-76,"Skyline Aviation - Air Taxi",N61436,"Piper PA-31","Hampton, Virginia",4,4,0
25-Oct-76,"Taxi Aereo el Venado",HK-149,"Douglas C-47DL","El Yopal, Colombia",32,32,0
28-Oct-76,"Nordeste Linhas A‚reas",PT-TBA,"Embraer 110C Bandeirante","Near Petrolia, Brazil",6,2,0
04-Nov-76,"Bali International Air Service",PK-KFR,"Fokker F-27 Friendship 100","Banjarmasin, Indonesia",38,29,0
05-Nov-76,"Inair Panama",HP-671,"Douglas DC-3","Atlantic Ocean",2,2,0
12-Nov-76,"Aeroleasing - Air Taxi",HB-LHT,"Piper PA-31T","Shannon, Ireland",5,5,0
23-Nov-76,"Olympic Airways",SX-BBR,"NAMC YS-11A-500","Kozani, Greece",50,50,0
23-Nov-76,"Pacific Western Airlines",C-FPWX,"L-100-20","Eastville, Kisangani, Congo",6,6,0
28-Nov-76,"Aeroflot",CCCP-42471,"Tupolev TU-104B","Moscow, Russia",73,73,0
29-Nov-76,"Grand Canyon Air - Air Taxi",N4125R,"Piper PA-32-300","Grand Canyon, Arizona",2,2,0
12-Dec-76,"Atlantic City Airlines",N101AC,"de Havilland Canada DHC-6 Twin Otter 300","Cape May, New Jersey",10,3,0
17-Dec-76,"Aeroflot",CCCP-88208,"Yakovlev 40","Ust-Kut, Russia",7,7,0
17-Dec-76,"Aeroflot",CCCP-46672,"Antonov AN-24RV","Kiev, USSR",55,48,0
18-Dec-76,"Aeroflot",CCCP-61752,"Ilyushin IL-14M","Nnear Yuzhno-Sakhalinsk, Russia",8,8,0
25-Dec-76,"EgyptAir",SU-AXA,"Boeing B-707-366C","Near Bangkok, Thailand",53,53,19
28-Dec-76,"Valley Air Service - Air Taxi",N4573P,"Piper PA-23-250","Wisconson",6,6,0
31-Dec-76,"Faucett",OB-R-247,"Douglas C-54A-1-DO","Near Trujillo, Peru",19,19,0
06-Jan-77,"Jet Avia Charter",N12MK,"Gates Learjet 24B","Near Palm Springs, California",4,4,0
13-Jan-77,"Japan Air Lines",JA8054,"Douglas DC-8","Anchorage, Alaska",5,5,0
13-Jan-77,"Aeroflot",CCCP-42369,"Tupolev TU-104A","Near Alma Ata, Kazakastan, USSR",96,96,0
14-Jan-77,"Northern Thunderbird Air Ltd.",C-GNTB,"de Havilland Canada DHC-6 Twin Otter 300","Terrace, BC, Canada",12,12,0
15-Jan-77,"Skyline Sweden",SE-FOZ,"Vickers Viscount 838","Kalvesta, Sweden",22,22,0
20-Jan-77,"North Canada Air",C-FWAD,"Bristol 170 Freighter 31M","?",2,1,0
27-Jan-77,"Transportes A‚reos Itenez",CP-983,"Fairchild C-82","San Ramon, Bolivia",6,6,0
11-Feb-77,"Ceskoslovensk‚ Aerolinie",OK-OCA,"Avia 14T","Bratislava, Slovakia",5,5,0
15-Feb-77,"Aeroflot",CCCP-75520,"Ilyushin IL-18V","Mineralnye Vody, Russia",98,77,0
28-Feb-77,"Survair",C-FNAR,"Douglas DC-3","Near Saglouc, Canada",10,4,0
01-Mar-77,"Alyemda",7O-ABF,"Douglas DC-3","Off Aden, Yemen",21,20,0
03-Mar-77,"Military - Italian Air Force",MM61995,"Lockheed C-130H","Near Cascina, Italy",44,44,0
04-Mar-77,"Overseas National Airways",N8635,"McDonnell Douglas DC-8-63CF","Niamey, Niger",4,2,0
04-Mar-77,"Private",C-GNLL,"Pipper PA-23-250 Aztec","Tezzeron Lake, British Columbia, Canada",5,5,0
27-Mar-77,"Pan American World Airways / KLM",N736PA/PH-BUF,"Boeing B-747-121 / Boeing B-747-206B","Tenerife, Canary Islands",644,583,0
29-Mar-77,"Merpati Nusantara Airlines",PK-NUP,"de Havilland Canada DHC-6 Twin Otter 300","Bainaha Valley, Indonesia",23,15,0
30-Mar-77,"Aeroflot",CCCP-87738,"Yakovlev YAK-40","Near Zhadanof, Russia",27,8,0
30-Mar-77,"Swift Air",RP-C368,"Douglas C-47","Near Sanga Sanga, Philippines",?,6,
04-Apr-77,"Southern Airways",N1335U,"McDonnell Douglas DC-9-31","New Hope, Georgia",85,62,8
10-Apr-77,"Taxi Aereo el Venado",HK-556,"Douglas DC-3-3A","SW of Bogota, Colombia",35,35,0
19-Apr-77,"Military - Soviet Air Force",?,"Antonov An-24","Tapa AFB, Estonia",21,21,0
27-Apr-77,"Aviateca",TG-ACA,"Convair CV-440","Guatemala City, Guatemala",28,28,0
10-May-77,"Military - Israel Air Force",360,"Sikorsky CH-53D (helicopter)","Near Jericho, Jordan",54,54,0
13-May-77,"LOT Polish Airlines",SP-LZA,"Antonov An-12BP","Beiruit, Lebanon",9,9,0
14-May-77,"IAS Cargo",G-BEBP,"Boeing 707-321C","Near Lusaka, Zambia",6,6,0
16-May-77,"New York Helicopter",N619PA,"Sikorsky S61L","New York, New York",25,4,1
27-May-77,"Aeroflot",CCCP-86614,"Ilyushin IL-62M","Havana, Cuba",69,67,0
31-May-77,"Intracostals - Air Taxi",N3345L,"Cessna 185","Houma, Louisiana",3,3,0
03-Jun-77,"Military - Brazilian Air Force",FAB2157,"Embraer C-95 Bandeirante","Natal, Brazil",18,18,0
20-Jun-77,"Fuerza A‚rea Uruguaya",CX-BJE,"Embraer 110C Bandeirante","Salto-Nueva Hesperides, Uruguay",15,5,0
21-Jun-77,"Military - U.S. Navy",156176,"Lockheed EC-130Q","Off Wake Island",16,16,0
06-Jul-77,"Fleming International Airways",N280F,"Lockheed L-188AF Electra","Saint Louis, Missouri",3,3,0
08-Jul-77,"Aeroflot",CCCP-46847,"Antonov AN-24","Off Kirovograd, Ukraine",7,6,0
14-Jul-77,"Military - Angolan Air Force",?,"Antonov AN-26","Near Cuangar, Angola",30,30,0
20-Jul-77,"Ethiopian Airlines",ET-ABF,"Douglas DC-3","Jima, Ethiopia",5,5,0
20-Jul-77,"Aeroflot",CCCP-52096,"Ilyushin IL-14M","Vitim, Russia",40,30,0
21-Jul-77,"Harold's Air Service",N22JA,"Britten-Norman BN-2A-6 Islander","Ruby, Alaska",4,1,0
24-Jul-77,"Military - Chilean Air Force",FAC-989,"Douglas DC-6B","Near Puerto Montt, Chile",82,38,0
25-Jul-77,"Military - Honduran Air Force",FAH-301,"Douglas C-47","Near Yoro, Honduras",40,25,0
25-Jul-77,"Gaige Aviation - Air Taxi",N9228K,"Piper PA-32R","Bernard Creek, Idaho",5,5,0
01-Aug-77,"Private KNBC Los Angeles",N4TV,"Bell 206B JetRanger","Encino, California",2,2,0
07-Aug-77,"LADE",T-87,"de Havilland Canada DHC-6 Twin Otter 200","Near El Bolson, Argentina",6,6,0
11-Aug-77,"Southwest Aviation - Air Taxi",N8062Z,"Cessna U206","Engle, New Mexico",4,4,0
12-Aug-77,"Rambar Aviation - Air Taxi",N9265Q,"Beechcraft 58","Parkersburg, West Virginia",4,4,0
20-Aug-77,"Kenai Air Service - Air Taxi",N59382,"Bell 206B","Deadhorse, Alaska",3,3,0
20-Aug-77,"Monarch Aviation",N8817E,"Convair CV-880","San Jose, Costa Rica",3,3,0
25-Aug-77,"Island Airways",N4917,"Shorts SC-7 Skyvan 3-200","Kona, Hawaii",2,2,0
02-Sep-77,"Wright Air Service - Air Taxi",N99798,"Helo 295","Minto Lake, Alaska",3,3,0
02-Sep-77,"Transmeridian Air Cargo",G-ATZH,"Canadair CL-44D4-2","Off Hong Kong",4,4,0
04-Sep-77,"Servicios Aereos Nacionales Airways",HC-BCL,"Vickers Viscount 764D","Near Cuenca, Ecuador",33,33,0
06-Sep-77,"Alaska Aeronautical Industries",N563MA,"de Havilland Canada DHC-6 Twin Otter 200","Mt. Iliamna, Alaska",13,13,0
08-Sep-77,"Burma Airways",XY-AEH,"de Havilland Canada DHC-6 Twin Otter 300","Mt. Loi Hsam Hsao, Burma",19,19,0
12-Sep-77,"Safe Air Cargo",N6314J,"Douglas DC-7BF","Yakutat, Alaska",4,4,0
14-Sep-77,"Military - U.S. Air Force",62-3536,"Boeing - EC-135K","Near Albuquerque, New Mexico",20,20,0
22-Sep-77,"Malev Hungarian Airlines",HA-LBC,"Tupolev TU-134","Bucharest, Romania",53,29,0
23-Sep-77,"Salida Flying Service - Air Taxi",N1452M,"Cessna U206","Salida, Colorado",6,6,0
27-Sep-77,"Japan Air Lines",JA-8051,"McDonnell Douglas DC-8-62H","Kuala Lumpur, Malaysia",79,34,0
01-Oct-77,"Kenmore Air - Air Taxi",N64391,"de Havilland DHC-2","Stevens Pass, Washington",7,7,0
10-Oct-77,"Air Logistics",N157AL,"Bell 206B","Grand Chenier, Louisiana",2,2,0
20-Oct-77,"L & J Company",N55VM,"Convair CV-300","Near Gillsburg, Mississippi",26,6,0
21-Oct-77,"Military - U.S. Marine Corps",157139,"Sikorksky CH-53 (helicopter)","Mindoro, Philippines",37,24,0
03-Nov-77,"El Al",?,"Boeing B-747","Belgrade, Yugoslavia",?,1,0
03-Nov-77,"Servicios Aereos Martinez Leon",XA-FUA,"Britten-Norman BN-2A-8 Trislander","San Cristobal de las Casas, Mexico",13,13,0
19-Nov-77,"TAP (Air Portugal)",CS-TBR,"Boeing B-727-282","Near Funchal, Island of Madeira, Portugal",164,131,0
19-Nov-77,"Ethiopian Airlines",ET-ACD,"Boeing 707-360C","Rome, Italy",5,5,0
21-Nov-77,"Austral Lineas Aeras (Argentina)",LV-JGY,"BAC One-Eleven 420EL","Near Bariloche, Argentina",79,46,0
21-Nov-77,"Munz Northern Airlines",N36MN,"Britten-Norman BN-2A-8 Islander","Near Point Hope, Alaska",2,2,0
26-Nov-77,"Military - French Air Force",182,"Nord 2501 Noratlas","Near Beziers, France",34,34,0
29-Nov-77,"Resort Air Service - Air Taxi",N4461S,"Beechcraft 58","Pinehurst, North Carolina",2,2,0
02-Dec-77,"Balkan Bulgarian Airlines",LZ-BTN,"Tupolev TU-154B","Near Al Bayda, Lebanon",165,59,0
04-Dec-77,"Malaysia Airlines",9M-MBD,"Boeing B-737-2H6","Straits of Johore, near Kampung Ladang, Malaysia",100,100,0
08-Dec-77,"Petroleum Helicopter",N4730S,"SNIAS SA330J","Intracostal City, Louisiana",19,17,0
09-Dec-77,"Aeroflot",CCCP-47695,"Antonov AN-24","Tarko-Saley, USSR",23,17,0
11-Dec-77,"Military - U.S. Navy",153428,"Lockheed P-3B Orion","Hierro, Canary Islands",13,13,0
13-Dec-77,"National Jet Services Inc., (Air Indiana)",N51071,"Douglas DC-3","Evansville, Indiana",29,29,0
14-Dec-77,"Straley Flying Service - Air Taxi",N1634H,"Piper PA-34","Davenport, Indiana",2,2,0
18-Dec-77,"SATA",HB-ICK,"Aerospatiale Caravelle 10R","Off Madeira, Portugal",57,36,0
18-Dec-77,"United Air Lines",N8047U,"Douglas DC-8-54F","Near Salt Lake City, Utah",3,3,0
19-Dec-77,"Vieques Air Link",N862JA,"Britten-Norman BN-2A Islander","Vieques, Puerto Rico",10,5,0
21-Dec-77,"Kenn Borek Air",CF-ABW,"de Havilland Canada DHC-6 Twin Otter 300","Nanisivik, Canada",8,8,0
22-Dec-77,"Aviation Charter - Air Taxi",N116MM,"Piper PA-28R","Giddings, Texas",2,2,0
24-Dec-77,"Valley Air Service",?,"Piper PA-31-350 Navajo","Willemstad, Curacao, Netherlands Antilles",10,10,0
29-Dec-77,"Servicios Aereos Nacionales",HC-BEM,"Vickers Viscount 764 D","Cuenca, Ecuador",24,24,0
01-Jan-78,"Air India",VT-EBD,"Boeing B-747-237B","Off Bandra, Maharashtra, India",213,213,0
06-Jan-78,"Aviation Charter - Air Taxi",N719047,"Cessna 337G","Marion, Illinois",2,2,0
24-Jan-78,"Henry Webber Air - Air Taxi",N1BE,"Aerostar 601P","Dubois, Pennsylvania",2,2,0
27-Jan-78,"SADELCA",HK-1351X,"Douglas DC-3","Near San Vincente, Colombia",14,14,0
31-Jan-78,"TABA",PT-GKW,"Embraer 110P Bandeirante","Eirunepe, Brazil",14,2,0
10-Feb-78,"Military - Uruguayan Air Force",T511,"Douglas C-47A-DL","Near Artigas, Uruguay",44,44,0
10-Feb-78,"Columbia Pacific Airlines",N199EA,"Beechcraft 99","Richland, Washington",17,17,0
11-Feb-78,"Pacific Western Airlines",C-FPWC,"Boeing B-737-275","Cranbrook, British Columbia, Canada",49,42,0
18-Feb-78,"Chartair - Air Taxi",N4307W,"Beechcraft 58","Genoa Peak, Nevada",4,4,0
27-Feb-78,"Yute Air Alaska - Air Taxi",N4508L,"Evangel 4500","Merrill Pass, Alaska",3,3,0
28-Feb-78,"Security Air",N6143X,"Aero Commander 500A","Solvang, California",7,7,0
01-Mar-78,"Island Air",N101SX,"Cessna 337F","Agana, Guam",6,2,0
01-Mar-78,"Continental Airlines",N68045,"McDonnell Douglas DC-10-10","LAX, Los Angeles, California",200,2,0
02-Mar-78,"Nigeria Airways",5N-ANA / ?,"Fokker F-28 Fellowship 1000 / MiG-21","Kano, Nigeria",18,18,0
03-Mar-78,"LAV - Linea Aeropostal Venezolana",YV-45C,"British Aerospace 748 2A","Off Caracas, Venezuela",47,47,0
07-Mar-78,"Hesler Noble - Air Taxi",N8114M,"Cessna 310I","Laurel, Mississippi",2,2,0
14-Mar-78,"Wyman Pilot Service - Air Taxi",N427Q,"Beechcraft D18","Whitelake, Michigan",2,2,0
16-Mar-78,"Balkan Bulgarian Airlines",LZ-TUB,"Tupolev TU-134","Vrastsa, Bulgaria",73,73,0
22-Mar-78,"Lake Havasu Air",N7354U,"Cessna T207A","Near Riverside, California",6,6,0
25-Mar-78,"Burma Airways",XY-ADK,"Fokker F-27 Friendship 200","Okaraba, Burma",48,48,0
26-Mar-78,"Aero Clube de Volta Redonda",PT - CIH,"Piper Cherokee Arrow PA-28","Volta Redonda, Rio de Janeiro, Brazil",4,4,0
04-Apr-78,"Air Logistics",N140AL,"Bell 212","Off Galveston, Texas",6,3,0
05-Apr-78,"Antilles Air",N877A,"Grumman G-21","St. Thomas, Virgin Islands",9,2,0
