Date,Operator,Registration,AirType,Locations,aboard,fatalities,groudfatalities
12-Aug-72,"Indian Airlines",VT-DME,"Fokker F-27 Friendship 100","Near Delhi, India",18,18,0
12-Aug-72,"Military - U.S. Air Force",62-1853,"Lockheed C-130E","Near Soc Trang, South Vietnam",44,30,0
14-Aug-72,"Interflug",DM-SEA,"Ilyushin IL-62","Near Konigs Wusterausen, East Germany",156,156,0
16-Aug-72,"Burma Airways",XY-ACM,"Douglas DC-3 (C-47A-DK)","Near Sandoway, Burma",31,26,0
27-Aug-72,"Lineas Areas Venezolanas",YV-C-AKE,"Douglas C-47-DL","Canaima, Venezuela",34,34,0
28-Aug-72,"Military - Royal Australian Air Force",A4-233,"de Havilland Canada DHC-4 Caribou","Papua, New Guinea",29,25,0
31-Aug-72,"Aeroflot",CCCP-74298,"Ilyushin IL-18","Near Magnitogorsk, Russia",102,102,0
01-Sep-72,"Ansett Airlines of Papua New Guinea",VH-PNI,"Shorts SC-7 Skyvan 3-300","Mt. Giluwe, Papua, New Guinea",4,4,0
07-Sep-72,"Servicios Aereas Virgen de Copacabana",CP-959,"Curtiss C-46A-40-CU","Trinidad, Bolivia",8,1,0
10-Sep-72,"Ethiopian Airlines",ET-ABQ,"Douglas DC-3","Gondar, Ethiopia",11,11,0
13-Sep-72,"Military - Royal Nepalese Air Force",9N-RF10,"Douglas C-47","Near Dhulikhel, Nepal",31,31,0
24-Sep-72,"Private",N275X,"F-86 Sabrejet","Sacramento, California",1,0,22
24-Sep-72,"Air Vietnam (South Vietnam)",XV-NUH,"Douglas C-54D-1-DC","Near Ben Cat, South Vietnam",13,10,0
30-Sep-72,"Spantax",EC-AQE,"Douglas C-47B","Madrid, Spain",6,1,0
01-Oct-72,"Aeroflot",CCCP-75507,"Ilyushin IL-18B","Near Adler, USSR",108,108,0
02-Oct-72,"Cambodia Air",XW-TDA,"Douglas DC-3","Kampot, Cambodia",9,9,0
12-Oct-72,"Flamingo Airlines - Air Taxi",N4900,"Aero Commander 680E","North Atlantic Ocean",2,2,0
13-Oct-72,"Aeroflot",CCCP-86671,"Ilyushin IL-62","Near Moscow, USSR",174,174,0
13-Oct-72,"Uruguayan Air Force - TAMU",T-571,"Fairchild-Hiller FH-227D/LCD","Near San Fernando, Chile",45,29,0
16-Oct-72,"Private",N1812H,"Cessna 310C","Off the Alaska coast",4,4,0
21-Oct-72,"Olympic Airways",SX-BBQ,"NAMC YS-11A-202","Off Athens, Greece",53,37,0
23-Oct-72,"Air Melanesie",F-OCRH,"Britten-Norman BN-2A-6 Islander","Tanna, Vanuatu",8,1,0
27-Oct-72,"Air Inter",F-BMCH,"Vickers Viscount 724","Near Noiretable, Loire, France",68,60,0
30-Oct-72,"Aero Transporti Italiani",I-ATIR,"Fokker F-27 Friendship 200","Poggiorsini, Italy",27,27,0
31-Oct-72,"Military - U.S. Army",?,"Boeing Vertol CH-47 (helicopter)","Near My Tho, South Vietnam",22,22,0
04-Nov-72,"Balkan Bulgarian Airlines",LZ-ILA,"Ilyushin IL-14P","Near Plovdiv, Bulgaria",35,35,0
17-Nov-72,"Metro Air Systems",N2700S,"Beech G18S","Elkton, Kentucky",11,11,0
28-Nov-72,"Japan Air Lines",JA8040,"McDonnell Douglas DC-8-62","Near Moscow, Russia",76,62,0
29-Nov-72,"Luthi Aviation - Air Taxi",N717B,"Beechcraft C-45H","St. Paul, Minnesota",2,2,0
03-Dec-72,"Spantax",EC-BZR,"Convair CV-990-30A-5 Coronado","Tenerife, Canary Islands",155,155,0
05-Dec-72,"EgyptAir",SU-AOW,"Boeing 707-336C","Beni Sueif, Egypt",6,6,0
05-Dec-72,"Military - U.S. Air Force",64-0558,"Lockheed C-130E Hercules","Myrtle Beach, South Carolina",12,12,0
06-Dec-72,"Superior Airways",CF-AUQ,"Douglas C-47B-15-DK","Near Lac Randall, Quebec ,Canada",3,3,0
08-Dec-72,"Pakistan International Airlines",AP-AUS,"Fokker F-27 Friendship 400","Near Rawalpindi, Pakistan",26,26,0
08-Dec-72,"United Air Lines",N9031U,"Boeing B-737-222","Midway Airport, Chicago, Illinois",61,43,2
15-Dec-72,"Zantop Airways",N20M,"Learjet 23","Detroit, Michigan",2,2,1
20-Dec-72,"Delta Air Lines/ North Central Airlines",N8897E/N954N,"Convair CV-880 / McDonnell DC-9-31","Chicago, Illinois",133,10,0
21-Dec-72,"Military - U.S. Air Force",56-0490,"Lockheed AC-130A Hercules","Near Pakse, Laos",16,14,0
21-Dec-72,"Air Guadeloupe",F-OGFE,"de Havilland Canada DHC-6 Twin Otter 300","Off St. Maarten off, Netherlands Antilles",13,13,0
23-Dec-72,"Braathens",LN-SUY,"Fokker F-28 Fellowship 1000","Skaugum, Norway",45,40,0
29-Dec-72,"Eastern Air Lines",N310EA,"Lockheed L-1011 TriStar 1","Everglades National Park, Florida",176,103,0
31-Dec-72,"American Express Leasing",N500AE,"Douglas DC-7CF","San Juan, Puerto Rico",5,5,0
02-Jan-73,"Pacific Western Airlines",CF-PWZ,"Boeing 707-321C","Edmonton, Alberta, Canada",5,5,0
19-Jan-73,"British European Airways",G-AOHI,"Vickers 802 Viscount","Near Glasgow, Scotland",4,4,0
21-Jan-73,"Aeroflot",CCCP-46276,"Antonov An-24B","Perm, Russia",39,39,0
22-Jan-73,"Alia Royal Jordanian Airlines",JY-ADO,"Boeing B-707-3D3C","Kano, Nigeria",202,176,0
27-Jan-73,"TAN",HR-TNO,"Douglas DC-6A","Near Tegucigalpa, Honduras",3,3,0
27-Jan-73,"Air Transit - Air Taxi",N7295E,"Cessna 182B","Townsend, Tennessee",4,3,0
29-Jan-73,"Egyptair",SU-AOY,"Ilyushin IL-18D","Near Kyrenia, Cyprus",37,37,0
31-Jan-73,"Harry Faulkner - Air Taxi",N9929V,"Cessna 180H","Kasigluk, Alaska",2,2,0
12-Feb-73,"Red Carpet Flying Service - Air Taxi",N3483Q,"Cessna 320E","Walla Walla, Washington",4,4,0
19-Feb-73,"Aeroflot",CCCP-85023,"Tupolev TU-154","Prague, Czechoslovakia",100,66,0
19-Feb-73,"Petrolium Helo Inc.",N14831,"Bell 206B","Morgan City, Louisiana",5,5,0
21-Feb-73,"Libya Arab Airlines",5A-DAH,"Boeing B-727-224","Near Isma'iliya, Egypt",113,110,0
21-Feb-73,"Aerovias Urraca",HP-560,"Douglas DC-3","Cerro Horqueta, Panama",28,22,0
22-Feb-73,"Air Taxi",N3149L,"Cessna 310J","Londonderry, Vermont",2,2,0
24-Feb-73,"Aeroflot",CCCP-75712,"Ilyushin IL-18","Near Leningrad, Russia",79,79,0
28-Feb-73,"Military - Polish Air Force",12,"Antonov An-24B","Szczecin, Poland",15,15,0
28-Feb-73,"Aeroflot",CCCP-87602,"Yakovlev YAK-40","Semipalatinsk, Kazakhstan",32,32,0
28-Feb-73,"Military - Polish Air Force",12,"Antonov AN-24B","Near Szczecin, Poland",18,18,0
28-Feb-73,"Merpati Nusantara Airlines",PK-NUC,"de Havilland Canada DHC-6 Twin Otter 100","Near Nabire, Indonesia",13,13,0
03-Mar-73,"Balkan Bulgarian Airlines",LZ-BEM,"Ilyushin IL-18V","Moscow, USSR",25,25,0
05-Mar-73,"Aviaco",EC-BID,"Sud Aviation SE-210 Caravelle","Off Funchal, Portugal",3,3,0
05-Mar-73,"Lineas Aereas de Espana/Spantax SA Transportes",EC-BII/EC-BJC,"MD Douglas DC-9-32/Convair CV-990A","Near Nantes, France",182,68,0
07-Mar-73,"Air America",524,"Fairchild C-123","Near Ban Hong Sa, Laos",4,4,0
15-Mar-73,"Indian Airlines",VT-EAU,"HAL-748-224","Hyderabad, India",3,3,0
15-Mar-73,"Military - U.S. Navy",152749,"Lockheed P-3B Orion","Off Brunswick, Maine",5,5,0
19-Mar-73,"Air Vietnam (South Vietnam)",XV-NUI,"Douglas C-54D","Ben Me Thuot, South Vietnam",62,62,0
10-Apr-73,"Invicta International Airlines (UK)",G-AXOP,"Vickers Vanguard 952","Near Basel, Switzerland",145,108,0
12-Apr-73,"Military - U.S. Navy / NASA",157332/N711NA,"Lockheed P-3C / Convair CV-990-30A-5","Moffett AFB, California",17,16,0
18-Apr-73,"Bakhtar Afghan Airlines",YA-GAT,"de Havilland Canada DHC-6 Twin Otter 100","Bamiyan, Afghanistan",19,4,0
19-Apr-73,"Air Iowa",N310WA,"Beech E18S","Davenport, Iowa",6,6,0
11-May-73,"Air Taxi",N2985Q,"Cessna 402B","Greenville, Maine",6,6,0
11-May-73,"Aeroflot",SSR-75687,"Ilyushin IL-18B","Near Semipalatinsk, USSR",61,61,0
16-May-73,"Winship Air Service - Air Taxi",N1214S,"Swearingen SA26T","Deadhorse, Alaska",5,2,0
18-May-73,"Aeroflot",CCCP-42411,"Tupolev TU-104A","Chita, Siberia, USSR",81,81,0
19-May-73,"Cambodia Air",XW-TDM,"Douglas C-47A","Svay Rieng, Cambodia",11,11,0
29-May-73,"Amazonense",?,"Lockheed Constellation","Near Lagoinha, Brazil",?,9,
29-May-73,"Air Gasp‚",CF-QBB,"Douglas DC-3","Near Rimouski, Prov. Quebec, Canada",4,4,0
31-May-73,"Indian Airlines",VT-EAM,"Boeing B-737-2A8","Near New Delhi, India",65,48,0
01-Jun-73,"Cruzeiro",PP-PDX,"Sud Aviation SE-210 Caravelle VIN","Sao Luis, Brazil",23,23,0
03-Jun-73,"Aeroflot",CCCP-77102,"Tupolev TU-144","Goussainville, France",6,6,8
09-Jun-73,"Varig",PP-VLJ,"Boeing 707-327C","Rio de Janeiro, Brazil",4,2,0
20-Jun-73,"Aeromexico",XA-SOC,"McDonnell Douglas DC-9-15","Near Puerto Vallarta, Mexico",27,27,0
30-Jun-73,"Aeroflot",CCCP-65668,"Tupolev TU-134A","Amman, Jordan",85,2,7
04-Jul-73,"Aeroflot",CCCP-91534,"Ilyushin IL-14","Near Shakhtyorsk, Russia",18,18,0
09-Jul-73,"Aeroflot",CCCP-45062,"Tupolev TU-124V","Nnear Kuybyshev, Russia",61,2,0
11-Jul-73,"Varig",PP-VJZ,"Boeing B-707-345C","Paris, Orly Airport, France",134,123,0
22-Jul-73,"Pan American World Airways",N417PA,"Boeing B-707-321B","Off Papeete, Tahiti",79,78,0
23-Jul-73,"Ozark Air Lines",N4215,"Fairchild-Hiller FH-227B","St. Louis, Missouri",44,38,0
24-Jul-73,"Air Hawaii",N234JC,"Volpar C45G","Honolulu, HI",5,5,0
31-Jul-73,"Delta Air Lines",N975NE,"McDonnell Douglas DC-9-31","Logan Airport, Boston, Massachusetts",89,89,0
04-Aug-73,"Revilla Flying Service - Air Taxi",N70295,"Cessna A185F","Ketchikan, Alaska",5,5,0
13-Aug-73,"Aviaco Condor",EC-BIC,"Sud-Aviation Caravelle 10-R","Near La Coru¤a, Spain",85,85,1
15-Aug-73,"Private",N38JA,"Norman BN-2A-6","Don Don, Haiti",10,10,0
18-Aug-73,"Aeroflot",CCCP-46435,"Antonov AN-24V","Baku, Azerbaijan, USSR",64,56,0
22-Aug-73,"AVIANCA",HK-111,"Douglas DC-3","El Yopal, Colombia",17,16,0
27-Aug-73,"Aerovias Brasil",HK-777,"Lockheed L-188A Electra","Bogota, Colombia",42,42,0
28-Aug-73,"Trans World Airlines",N8705T,"Boeing B-707-331B","Thirty-five miles west of Los Angeles, California",149,1,0
28-Aug-73,"Military - U.S. Air Force",63-8077,"Lockheed C-141A","Near Huete, Spain",25,24,0
04-Sep-73,"Aegler Stuart Flying Service / Private",N7881Y / N6270F,"Piper PA-30 / Cessna 337A","Gary, Indiana",5,4,0
08-Sep-73,"World Airways",N802WA,"McDonnell Douglas DC-8-63F","King Cove, Alaska",6,6,0
09-Sep-73,"Wicks Flying Service - Air Taxi",N1834H,"Cessna 310H","Paintsville, Kentucky",4,4,0
11-Sep-73,"JAT Yugoslav Airlines",YU-AHD,"Aerospatiale Caravelle 6N","Moganik, Yugoslavia",41,41,0
20-Sep-73,"Private Charter",N50JR,"Beechcraft E18S","Natchitoches, Louisiana",6,6,0
24-Sep-73,"Dunlap Aviation - Air Taxi",N3015C,"Cessna 310","Eagleville, California",2,2,0
25-Sep-73,"Lisa Jet Inc. - Air Taxi",N40LB,"Gates Lear 25","Lincoln, Nebraska",3,3,0
27-Sep-73,"Texas International Airlines",N94230,"Convair 600","Rich Mountain, Arkansas",11,11,0
30-Sep-73,"Aeronorte",PT-CEV,"Douglas DC-3A","Miritituba, Brazil",9,9,0
30-Sep-73,"Aeroflot",CCCP-42506,"Tupolev TU-104B","Near Sverdlovsk, Russia",108,108,0
02-Oct-73,"Aeroflot",CCCP-12967,"Antonov AN-12V","Magadan, Russia",10,10,0
04-Oct-73,"Taxi A‚reo Cesar Aguiar",PT-DVN,"Britten-Norman BN-2A-7 Islander","Itaituba, PA, Brazil",8,8,0
12-Oct-73,"Avionas Banamex",XA-COL,"de Havilland DH-125-1A","Acapulco, Mexico",8,8,0
13-Oct-73,"Aeroflot",CCCP-42486,"Tupolev TU-104B","Near Domodedovo, Russia",122,122,0
15-Oct-73,"Military - U.S. Air Force",62-1845,"Lockheed C-130E Hercules","Fort Smith AFB, Oklahoma",7,7,0
23-Oct-73,"VASP",PP-SMJ,"NAMC YS-11A-211","Guanabara Bay, Brazil",65,8,0
29-Oct-73,"CATA",N37JA,"Britten-Norman BN-2A-6 Islander","Sainte Lucia Island",4,4,0
31-Oct-73,"Jack N. Boswick - Air Taxi",N6273Q,"Cessna 401A","La Verne, California",7,2,0
02-Nov-73,"Lineas A‚reas La Urraca",HK- 718,"Handley Page HPR-7 Herald 101","Villavicencio, Colombia",16,6,0
03-Nov-73,"Pan American World Airways",N458PA,"Boeing B-707-321C","Boston,: Massachusetts",3,3,0
03-Nov-73,"National Airlines",N60NA,"McDonnell Douglas DC-10-10","Near Albuquerque, New Mexico",128,1,0
17-Nov-73,"Air Vietnam (South Vietnam)",XV-NIE,"Douglas DC-3","Near Quang-Ngai, South Vietnam",27,27,0
07-Dec-73,"Aeroflot",CCCP-42503,"Tupolev TU-104B","Moscow, USSR",75,13,0
09-Dec-73,"Churchill Falls Co.",CF- CFL,"de Havilland DH-125-400A","Churchill Falls, Newfoundland, Canada",8,8,0
11-Dec-73,"Military - U.S. Navy",131615,"Douglas DC-118","Sitkin Island, Alaska",10,10,0
16-Dec-73,"Aeroflot",CCCP-45061,"Tupolev TU-124","Near Karacharovo, USSR",51,51,0
17-Dec-73,"Pan American World Airways",N407PA,"Boeing B-707-321B","Rome, Italy",177,30,0
18-Dec-73,"Capitol Air Service - Air Taxi",N3269X,"Cessna 310L","Manhattan, Kansas",2,2,0
21-Dec-73,"TAM (Bolivia)",TAM-47,"Convair CV-440","Talara, Peru",9,6,0
21-Dec-73,"Military - Vietnamese Air Force",?,"Boeing Vertol CH-47 (helilcopter)","Near Siagon, South Vietnam",20,20,0
22-Dec-73,"Royal Air Maroc",OO-SRD,"Sud-Aviation Caravelle VI-N","Near Tetouan, Morocco",106,106,0
23-Dec-73,"Aeroflot",CCCP-45004,"Tupolev TU-124","Lvov, Ukraine, USSR",17,17,0
28-Dec-73,"Executive Funds",ZS-DAK,"Douglas DC-3","Durban, South Africa",25,1,0
01-Jan-74,"Itavia",I-TIDE,"Fokker F-28 Fellowship 1000","Near Turin, Italy",42,38,0
06-Jan-74,"Servicios A‚reos Boliviano",CP-990,"Curtiss C-46F","Unduavi, Bolivia",4,4,0
06-Jan-74,"Air East",N125AE,"Beechcraft 99A","Johnstown, Pennsylvania",17,12,0
06-Jan-74,"Aeroflot",CCCP-46357,"Antonov AN-24V","Mukachevo, Ukraine",24,24,0
09-Jan-74,"SATENA",FAC-1103,"Hawker Siddeley HS 748-260","Near Nevia, Colombia",31,31,0
10-Jan-74,"TAM (Bolivia)",TAM-52,"Douglas C-54","La Paz, Bolivia",24,24,0
17-Jan-74,"Cessnyca",HK-1216,"Douglas DC-3A","Cigorodo, Colombia",14,14,0
25-Jan-74,"Inland Aviation - Air Taxi",N7888G,"Cessna 172L","Goldendale, Washington",2,2,0
25-Jan-74,"Aeroflot",CCCP-46277,"Antonov An-24B","Rostov, USSR",4,4,0
26-Jan-74,"Turkish Airlines (THY)",TC-JAO,"Fokker F-28 Fellowship 1000","Izmir, Turkey",73,66,0
27-Jan-74,"Taos Airways - Air Taxi",N633Q,"Beechcraft J-35","S. Dominican Pueblo, New Mexico",3,3,0
28-Jan-74,"Theif River Aviation - Air Taxi",N5290S,"Piper PA-28","Winger, Minnesota",4,4,0
30-Jan-74,"Pan American World Airways",N454PA,"Boeing B-707-321B","Pago Pago, American Samoa",101,97,0
02-Feb-74,"Pan American World Airways",N732PA,"Boeing B-747","Near Honolulu, HI",298,1,0
09-Feb-74,"Military - West German Air Force",50-63,"Transall C-160D","Near Souda, Crete",40,35,0
10-Feb-74,"North Cay Air - Air Taxi",N864JA,"Brittonnorman BN-2A6","Atlantic Ocean",2,2,0
22-Feb-74,"Delta Air Lines",?,"Mc Donnell Dougals DC-9","Baltimore, Maryland",15,1,0
23-Feb-74,"SAVCO",CP-1052,"Curtiss C-46A-45-CU","San Francisco de Moxos, Bolivia",7,7,0
28-Feb-74,"Military - Imperial Iranian Air Force",5-122,"Lockheed C-130E Hercules","Near Mehrabad, Iran",10,10,0
03-Mar-74,"Turkish Airlines (THY)",TC-JAV,"McDonnell Douglas DC-10-10","Near Ermenonville, France",346,346,0
08-Mar-74,"Pathet Lao Airlines",?,"Antonov An-24","Hanoi, Vietnam",18,18,0
11-Mar-74,"Executive Air - Air Taxi",N8118Q,"Robertson 414","Carson City, Nevada",4,4,0
13-Mar-74,"Sierra Pacific Airlines",N4819C,"Convair CV-440","Bishop, California",36,36,0
15-Mar-74,"Sterling Airways",OY-STK,"Aerospatiale Caravelle 10B3","Tehran, Iran",96,15,0
04-Apr-74,"Wenela Air Services",A2-ZER,"Douglas DC-4","Francistown, Botswana",84,78,0
11-Apr-74,"Island Air",N28358,"Beechcraft H18S","Hilo, Hawaii",11,11,0
22-Apr-74,"Pan American World Airways",N446PA,"Boeing B-707-321C","Grogak, Bali, Indonesia",107,107,0
24-Apr-74,"Aeroflot",CCCP-75405,"Ilyushin IL-18E","Tashkent, Uzbekistan",115,1,0
27-Apr-74,"Aeroflot",CCCP-75559,"Ilyushin IL-18B","Near Leningrad, USSR",109,109,0
30-Apr-74,"Houston Metro Airlines",N853SA,"Beechcraft 99","Galveston, Texas",12,6,0
02-May-74,"Aero Taxis Equatorianos",HC-AUC,"Douglas C-47","Banos, Ecuador",24,22,0
06-May-74,"Fragtflug",TF-OAE,"Douglas DC-6A","Nurnberg, Germany",3,3,0
23-May-74,"Saturn Airways",N14ST,"Lockheed L-100-30 Hercules","Springfield, Illinois",3,3,0
23-May-74,"Aeroflot",CCCP-87579,"Yakovlev YAK-40","Kiev, Ukraine, USSR",29,29,0
31-May-74,"Lambair",CF-QWJ,"Bristol 170 Freighter 31E","Rankin Inlet, Canada",2,2,0
08-Jun-74,"Aerolineas TAO",HK-1058,"Vickers Viscount 785D","Monte San Isidro, Colombia",44,44,0
27-Jun-74,"Cambodia Air",XW-TFR,"Boeing 307B-1 Stratoliner","Battambang, Khmer Republic",39,19,0
30-Jun-74,"Alaska Helicopter - Air Taxi",N8679,"Fairchild Hiller FH1100","Umiat, Alaska",5,5,0
24-Jul-74,"Aeronorte Colombia",HK-728,"Douglas DC-4","Bogota, Colombia",3,3,0
27-Jul-74,"Air Amercia",ST-4,"Fairchild C-123K","Near Moc Hoa, Vietnam",5,5,0
05-Aug-74,"Laurentian Air Services",C-FTAT,"Douglas DC-3","Mt. Apica, PQ, Canada",11,5,0
09-Aug-74,"Military - Canadian Air Force",115461,"de Havilland Canada DHC-5 Buffalo","Diemas, Syria",9,9,0
11-Aug-74,"Air Mali",TZ-ABE,"Ilyushin IL-18B","Near Ouagadougou, Upper Volta",60,47,0
12-Aug-74,"AVIANCA",HK-508,"Douglas C-47-DL","Cali, Colombia",27,27,0
13-Aug-74,"Merric Aviation - Air Taxi",N7620,"de Havilland DHC-2","Anaktuvuk, Alaska",4,4,0
14-Aug-74,"Linea Aeropostal Venezolana",YV-C-AMX,"Vickers Viscount 749","Margarita Island, Venezuela",49,49,0
18-Aug-74,"Military - Zairean Air Force",9T-TCD,"Lockheed C-130H","Near Kisangani, Zaire",31,31,0
18-Aug-74,"Military - U.S. Air Force",65-0274,"Lockheed C-141A","Near La Paz, Bolivia",7,7,0
07-Sep-74,"Garuda Indonesia Airlines",PK-GFJ,"Fokker F-27 Friendship 600","Tandjung-karang, Indonesia",39,36,0
08-Sep-74,"Trans World Airlines",N8734,"Boeing B-707-331B","Ionian Sea , off Kefallinia, Greece",88,88,0
11-Sep-74,"Eastern Air Lines",N8984E,"McDonnell Douglas DC-9-31","Near Charlotte, North Carolina",82,70,0
15-Sep-74,"Air Vietnam (South Vietnam)",XV-NJC,"Boeing B-727-121C","Phan Rang, South Vietnam",75,75,0
19-Sep-74,"Riverside Air",N15528,"Piper PA-32","Riverside, California",5,5,0
22-Sep-74,"Frontier Flying Service - Air Taxi",N70026,"Cessna 185","Fairbanks, Alaska",2,2,0
01-Oct-74,"Winship Air Service",N357V,"Volpar 18","Lupine, Alaska",6,6,0
02-Oct-74,"North Cay Airways",N864JA,"Britten-Norman BN-2A Islander","Off Saint Thomas, U.S. Virgin Islands",2,2,0
05-Oct-74,"?",?,"Douglas DC-3","Guatemala",?,6,0
09-Oct-74,"Evergreen Helicopter - Air Taxi",N2970W,"Bell 205A","Medfra, Alaska",3,3,0
10-Oct-74,"EgyptAir",SU-AXB,"Tupolev Tu-154","Cairo, Egypt",6,6,0
13-Oct-74,"Military - U.S. Air Force",65-0965,"Lockheed WC-130H Hercules","Formosa Strait",6,6,0
17-Oct-74,"Webber Airlines -Air Taxi",N129WA,"de Havilland DHC-2","Kassan, Alaska",8,5,0
19-Oct-74,"Mabuhay Airways",RP-C643,"Douglas DC-3","Calapan, Philippines",8,1,0
22-Oct-74,"Deming Flying Service - Air Taxi",N20673,"Cessna 172M","Fort Apache, Arizona",2,2,0
24-Oct-74,"AltusFlying Service - Air Taxi",N979L,"Piper PA-31","Blair, Oklahoma",4,2,0
24-Oct-74,"Henry Nichols - Air Taxi",N2HN,"Cessna 337D","Chicao, Illinois",3,2,0
27-Oct-74,"Alaska International Air",N102AK,"Lockheed L-100 Hercules","Old Man's Camp, Alaska",4,4,0
28-Oct-74,"Hlavka Aviation - Air Taxi",N414K,"Beechcraft 95-B55","Pagosa Springs, Colorado",2,2,0
30-Oct-74,"Panarctic Oil",C-FPAB,"Lockheed 188PF Electra","Rae Point, Northwest Territories, Canada",34,32,0
01-Nov-74,"Aeroflot",CCCP-70766,"Antonov An-2 / Mil Mi-8T","Near Surgut, Russia",38,38,
07-Nov-74,"?",OY-DVJ,"Britten-Norman BN-2A Islander","Off Sonderborg, Denmark",3,3,0
15-Nov-74,"Southeast Sky - Air Taxi",N97702Z,"de Havilland DHC-2","Hoonah, Alaska",4,4,0
15-Nov-74,"Orient Air System and Integrated Services",RP-C570,"Douglas C-47A-30","Manila, Philippines",8,1,0
20-Nov-74,"Ethiopian Airlines",ET-AAR,"Douglas DC-3","Soddu, Ethiopia",24,2,0
20-Nov-74,"Lufthansa",D-ABYB,"Boeing B-747-130","Near Nairobi, Kenya",157,59,0
22-Nov-74,"Alpa Servicios A‚reos",EC-CGG,"Cessna 500 Citation I","Barcelona, Spain",4,4,0
01-Dec-74,"Trans World Airlines",N54328,"Boeing B-727-231","Near Berryville, Virginia",92,92,0
01-Dec-74,"Northwest Orient Airlines",N274US,"Boeing B-727-251","Bear Mountain, Thiells, New York",3,3,0
04-Dec-74,"Aeroflot",49342/12985,"Antonov An-2 / Antonov An-12","Irkutsk, Russia",18,13,0
04-Dec-74,"Martinair Holland NV",PH-MBH,"McDonnell Douglas DC-8-55F","Near Maskeliya, Sri Lanka",191,191,0
11-Dec-74,"Kodiak Airways",N1583V,"Grumman G-21","Near Old Harbors, Alaska",5,5,0
12-Dec-74,"Military - Vietnamese Air Force",?,"Boeing Vertol CH-47 (helicopter)","Near Moc Hoa, South Vietnam",54,54,0
14-Dec-74,"Aeroflot",CCCP-87630,"Yakovlev 40","Bukhara, Uzbekistan",19,7,0
22-Dec-74,"Aerovias Venezolanas SA (Venezuela)",YV-C-AVM,"McDonnell Douglas DC-9-14","Maturin, Venezuela",77,77,0
26-Dec-74,"Harbor Airlines - Air Taxi",N66HA,"Brittonorman BN-2A","Riverton Heights, Washingon",6,4,0
28-Dec-74,"?",?,"Lockheed L-18 Loadstar","Tikal, Guatemala",?,18,
29-Dec-74,"Tarom",YR-AMD,"Antonov AN-24RV","Near Sibiu, Romania",33,33,0
03-Jan-75,"Aeroflot",CCCP-45037,"Tupolev TU-124","Moscow, Russia",61,61,0
03-Jan-75,"Air America",ST-1,"Fairchild C-123K","Near Nha Trang, Vietnam",9,9,0
05-Jan-75,"Richland Flying Service - Air Taxii",N71972,"Cessna TU206D","Palmer, Washington",4,3,0
06-Jan-75,"Military - Argentine Navy",AE-259,"de Havilland Canada DHC-6 Twin Otter 200","Sierra del Aconquija, Argentina",12,12,0
08-Jan-75,"SATENA",FAC-688,"Douglas DC-3","Near Doncello, Colombia",21,21,0
09-Jan-75,"Golden West Airlines / Private",N6383,"de Hav Can. DHC-6 Tw Otter 100/ Cessna","Whittier, California",14,14,0
13-Jan-75,"Channel Flying Service - Air Taxi",N1944,"de Havilland DHC-2","Juneau, Alaska",5,5,0
15-Jan-75,"Malev Hungarian Airlines",HA-MOH,"Ilyushin IL-18V","Budapest, Hunary",9,9,0
16-Jan-75,"Aeroflot",?,"Antonov AN-12","Xam Neua, Laos",16,16,0
30-Jan-75,"Turkish Airlines (THY)",TC-JAP,"Fokker F-28 Fellowship 1000","Istanbul, Turkey",42,42,0
30-Jan-75,"Linea A‚rea Nacional",HI-222,"Douglas DC-3-313","Santo Domingo, Dominican Republic",30,1,0
01-Feb-75,"Kenai Air Service - Air Taxi",N54734,"Piper PA-31","Valdez, Alaska",2,2,0
01-Feb-75,"Horizon Properties",N15HC,"Douglas DC-3C","Houston, Texas",16,5,0
03-Feb-75,"Philippine Air Lines",RP-C1028,"Hawker Siddeley HS-748 2","Manila, Philippines",33,33,0
09-Feb-75,"Military - Deutsche Luftwaffe",5063,"Transall C-160","Souda, Crete",40,40,0
16-Feb-75,"Pacific Alaska Airlines",N77DG,"Douglas DC-6BF","Fairbanks, Alaska",3,3,0
22-Feb-75,"Aerocondor",HK-1972,"Canadair CL-44","Medellin, Colombia",5,5,0
27-Feb-75,"VASP",PP-SBE,"Embraer 110C Bandeirante","Near Sao Paulo, Brazil",15,15,0
05-Mar-75,"Burlington Air - Air Taxi",N2061C,"Beechcraft 95","Waterford, Wisconsin",4,2,0
12-Mar-75,"Air Vietnam (South Vietnam)",XV-NUJ,"Douglas DC-4","Pleiku, South Vietnam",26,26,0
16-Mar-75,"Military - Argentine Air Force",TC-72,"Fokker F-27 Friendship 400M","Near Barito, Argentina",55,55,0
18-Mar-75,"Sudan Airways",ST-ADB,"de Havilland Canada DHC-6 Twin Otter 100","Singa, Sudan",6,5,0
18-Mar-75,"Aeroflot",CCCP-05655,"Antonov An-2","Near Terney, Russia",12,7,0
20-Mar-75,"Military - U.S. Air Force",64-0641,"Lockheed C-141A (L.300)","Near Quilcene, Washington",16,16,0
04-Apr-75,"Military - U.S. Air Force",68-218,"Lockheed C-5A Galaxy","Saigon, South Vietnam",330,155,0
22-Apr-75,"Skips Air Service - Air Taxi",N7634Q,"Cessna 310Q","Goleta, California",3,3,0
28-Apr-75,"Gay Airways - Air Taxi",N59521,"Bell 206","Deadhorse, Alaska",4,2,0
03-May-75,"SATENA",FAC- 663,"Douglas DC-3","Near Sardinata, Colombia",6,3,0
